"","Year","Date","Month","ppt","tmin","tmean","Forage"
"962",2015,2015-02-01,2,1.15,44.3,55.3,NA
"963",2015,2015-03-01,3,0.18,44.1,59.1,NA
"964",2015,2015-04-01,4,1.65,47.5,62,NA
"965",2015,2015-05-01,5,0.21,50.3,65.2,NA
"966",2015,2015-06-01,6,0,63.3,80.1,NA
"967",2015,2015-07-01,7,0.21,65.2,81.3,NA
"968",2015,2015-08-01,8,0,64.1,81.4,NA
"969",2015,2015-09-01,9,0.09,61.2,77.3,NA
"970",2015,2015-10-01,10,0.32,55.5,69.5,NA
"971",2015,2015-11-01,11,2.72,40.4,51.2,NA
"972",2015,2015-12-01,12,3.83,36,44.8,NA
"973",2016,2016-09-01,9,0,56.2,74.2,NA
"974",2016,2016-10-01,10,1.56,50.4,65.1,NA
"975",2016,2016-11-01,11,1.57,44.6,56.8,NA
"976",2016,2016-12-01,12,3.81,36.5,46,NA
"977",2016,2016-01-01,1,5.63,40.2,48.5,NA
"978",2016,2016-02-01,2,0.82,42.2,53.4,NA
"979",2016,2016-03-01,3,4.51,44.5,55.1,NA
"980",2016,2016-04-01,4,2.86,47.6,61.5,NA
"981",2016,2016-05-01,5,0.04,51.6,67.1,NA
"982",2016,2016-06-01,6,0.13,59.7,77.8,NA
"983",2016,2016-07-01,7,0,63.8,82.4,NA
"984",2016,2016-08-01,8,0,64.4,81.9,NA
"985",2017,2017-01-01,1,10.73,39.3,46.2,NA
"986",2017,2017-02-01,2,5.14,44.1,52,NA
"987",2017,2017-03-01,3,1.33,44,55.2,NA
"988",2017,2017-04-01,4,1.74,45.7,58.5,NA
"989",2017,2017-05-01,5,0.03,51.2,67.5,NA
"990",2017,2017-06-01,6,0.08,59.6,77.3,NA
"991",2017,2017-07-01,7,0,66.2,84.4,NA
"992",2017,2017-08-01,8,0,67.1,83.8,NA
"993",2017,2017-09-01,9,0.35,58.9,75.1,NA
"994",2017,2017-10-01,10,0.17,49.1,65.3,NA
"995",2017,2017-11-01,11,1.07,45.6,57,NA
"996",2017,2017-12-01,12,0.1,35.6,48.5,NA
"997",2018,2018-01-01,1,1.8,41.5,51.5,NA
